aX,aY,aZ,gX,gY,gZ
1.47,9.93,-0.37,0.179,-0.013,0.006
1.446,9.905,-0.356,0.177,-0.026,-0.005
1.453,9.85,-0.266,0.093,-0.016,-0.01
1.425,9.839,-0.207,-0.045,0.014,-0.006
1.408,9.901,-0.122,-0.161,0.027,0.007

1.032,1.056,9.94,-0.048,0.05,0.017
1.021,1.066,9.922,-0.037,0.045,0.013
1.024,1.068,9.949,-0.044,0.05,0.006
1.007,1.039,9.943,-0.066,0.059,0.006
1.008,1.012,9.927,-0.065,0.049,0.006
1.033,1.027,9.952,-0.065,0.053,0.009
1.019,1.057,9.936,-0.064,0.053,0.01
1.046,1.034,9.924,-0.061,0.048,0.007
1.063,1.092,9.912,-0.058,0.045,0.003
1.042,1.096,9.949,-0.053,0.043,0
1.034,1.055,9.915,-0.045,0.042,-0.005
1.044,1.033,9.963,-0.054,0.053,-0.008
1.023,1.01,9.951,-0.055,0.055,-0.009
1.043,1.008,10.003,-0.047,0.051,-0.007
1.035,1.012,9.968,-0.055,0.064,0
1.037,1.019,9.931,-0.051,0.059,0.01
1.058,1.015,9.943,-0.052,0.051,0.014
1.064,1.036,9.948,-0.068,0.056,0.015
1.065,1.013,9.969,-0.071,0.051,0.013
1.079,1.026,10.003,-0.07,0.047,0.007
1.066,1.023,9.98,-0.066,0.049,0.003
1.082,1.032,9.974,-0.053,0.046,0.002
1.066,0.977,9.916,-0.057,0.048,0
1.083,0.984,9.918,-0.05,0.035,0
1.087,1.016,9.956,-0.05,0.028,0.002
1.087,1.07,9.944,-0.046,0.029,0.005
1.104,1.101,10.002,-0.018,0.029,0.007
1.087,1.188,10.025,0.037,0.04,0.006
1.043,1.243,10.007,0.126,0.05,0.005
1.053,1.425,10.113,0.249,0.06,0.006
1.034,1.576,10.114,0.442,0.075,0.019
1.009,1.562,10.092,0.639,0.113,0.032
0.994,1.677,10.087,0.862,0.137,0.035
0.987,1.871,10.09,1.118,0.154,0.049
0.925,1.896,9.971,1.35,0.169,0.061
0.943,1.939,9.918,1.521,0.18,0.065
0.932,2.007,9.812,1.642,0.182,0.072
0.941,2.049,9.791,1.709,0.197,0.069
0.938,2.377,9.998,1.806,0.199,0.02
0.931,2.733,9.96,1.983,0.214,-0.004
1.025,2.865,10.154,2.238,0.227,0.02
0.935,3.47,10.357,2.66,0.244,0.049
0.799,4.042,10.194,3.239,0.265,0.093
0.836,4.201,10.117,3.821,0.287,0.125
0.775,4.481,9.653,4.402,0.301,0.129
0.857,4.265,9.384,4.768,0.302,0.116
1.042,4.437,9.1,4.904,0.258,0.041
0.972,4.49,8.753,4.893,0.183,-0.04
0.966,4.513,8.506,4.732,0.109,-0.101
0.829,5.11,8.032,4.459,0.041,-0.167
0.903,5.385,7.893,4.093,-0.002,-0.143
1,5.962,7.795,3.783,-0.077,-0.106
0.983,6.545,7.783,3.549,-0.142,-0.045
0.902,7.1,7.73,3.444,-0.184,0.032
0.966,7.437,7.425,3.491,-0.222,0.105
0.93,7.582,7.068,3.628,-0.238,0.145
0.933,7.906,6.871,3.839,-0.273,0.151
0.953,8.519,6.48,4.116,-0.324,0.184
1.026,8.915,6.088,4.385,-0.372,0.238
1.016,8.92,5.611,4.617,-0.436,0.262
1.095,8.861,5.17,4.68,-0.484,0.215
1.22,8.937,4.757,4.624,-0.535,0.141
1.32,9.058,4.521,4.534,-0.58,0.103
1.177,8.962,4.53,4.467,-0.64,0.07
1.255,9.449,4.205,4.491,-0.714,0.065
1.18,9.253,3.938,4.491,-0.757,0.078
1.233,9.522,3.426,4.495,-0.815,0.081
1.189,9.452,2.655,4.438,-0.844,0.123
1.255,8.984,2.07,4.19,-0.826,0.109
1.378,8.536,1.652,3.825,-0.817,0.063
1.409,8.42,1.372,3.375,-0.801,-0.015
1.358,8.655,1.153,2.898,-0.74,-0.054
1.213,8.708,0.946,2.426,-0.621,-0.053
1.189,8.878,0.791,1.983,-0.507,-0.039
1.201,9.094,0.705,1.552,-0.405,0.006
1.285,9.5,0.634,1.241,-0.33,0.057
1.256,9.678,0.47,1.093,-0.294,0.105
1.253,9.635,0.352,0.976,-0.246,0.113
1.27,9.586,0.11,0.878,-0.198,0.092
1.314,9.636,-0.111,0.815,-0.175,0.06
1.383,9.539,-0.284,0.775,-0.163,0.03
1.497,9.584,-0.419,0.74,-0.16,-0.012
1.446,9.693,-0.545,0.693,-0.159,-0.058
1.44,9.789,-0.598,0.621,-0.14,-0.086
1.427,9.863,-0.541,0.542,-0.125,-0.098
1.444,9.863,-0.509,0.479,-0.107,-0.088
1.398,9.735,-0.405,0.417,-0.097,-0.078
1.371,9.788,-0.435,0.376,-0.094,-0.073
1.352,9.774,-0.465,0.357,-0.093,-0.067
1.349,9.705,-0.579,0.336,-0.088,-0.051
1.351,9.82,-0.637,0.315,-0.083,-0.032
1.349,9.844,-0.681,0.274,-0.067,-0.011
1.364,9.862,-0.753,0.188,-0.044,-0.002
1.371,9.85,-0.792,0.091,-0.034,-0.001
1.331,9.875,-0.754,-0.026,-0.008,0.005
1.351,9.959,-0.72,-0.091,-0.004,0.021
1.342,9.988,-0.713,-0.094,0.005,0.028
1.342,10.05,-0.803,-0.025,0,0.027
1.367,9.988,-0.843,0.082,-0.008,0.029
1.391,9.913,-0.88,0.184,-0.031,0.028
1.445,9.841,-0.818,0.23,-0.047,0.028
1.424,9.788,-0.834,0.205,-0.047,0.018
1.415,9.747,-0.859,0.129,-0.038,0.01
1.388,9.826,-0.841,0.04,-0.02,0.013

1.205,0.898,9.876,-0.047,0.025,0
1.196,0.948,9.917,-0.059,0.023,-0.005
1.182,0.982,9.936,-0.056,0.025,-0.006
1.169,0.977,9.915,-0.054,0.033,-0.007
1.171,0.997,9.944,-0.036,0.026,-0.005
1.19,0.965,9.922,-0.037,0.04,-0.001
1.161,0.941,9.87,-0.024,0.037,0
1.171,0.927,9.871,-0.024,0.039,0.006
1.17,0.954,9.91,-0.024,0.037,0.015
1.186,0.889,9.88,-0.035,0.045,0.018
1.197,0.877,9.899,-0.034,0.035,0.013
1.19,0.875,9.919,-0.032,0.029,0.014
1.184,0.868,9.926,-0.036,0.035,0.018
1.209,0.856,9.956,-0.037,0.034,0.018
1.211,0.847,9.972,-0.039,0.038,0.019
1.188,0.813,9.952,-0.037,0.045,0.016
1.189,0.752,9.935,-0.035,0.044,0.016
1.198,0.783,9.969,-0.041,0.046,0.016
1.175,0.79,9.962,-0.043,0.047,0.014
1.179,0.778,9.959,-0.044,0.041,0.008
1.176,0.779,9.902,-0.044,0.03,0.003
1.198,0.789,9.972,-0.059,0.028,-0.006
1.187,0.79,9.903,-0.076,0.024,-0.008
1.23,0.741,9.933,-0.096,0.015,-0.009
1.209,0.865,9.948,-0.103,0.016,-0.008
1.214,0.931,9.96,-0.072,0.025,-0.002
1.221,0.956,9.962,-0.017,0.039,-0.003
1.22,0.964,9.944,0.04,0.04,-0.005
1.211,1.047,9.943,0.099,0.055,-0.005
1.209,1.117,10.017,0.19,0.066,-0.002
1.273,1.259,10.245,0.349,0.082,0.002
1.323,1.687,10.672,0.636,0.124,0.018
1.276,2.226,10.887,1.149,0.179,0.053
1.189,2.585,10.718,1.799,0.24,0.094
1.096,2.661,10.458,2.46,0.271,0.116
1.002,2.637,10.196,3.019,0.288,0.127
0.922,2.794,10.07,3.458,0.306,0.119
0.867,3.013,9.82,3.774,0.326,0.073
1.039,3.167,9.626,3.959,0.335,0.028
1.129,3.222,9.542,4.072,0.325,0.022
1.117,3.638,9.607,4.195,0.28,0.03
1.219,4.166,9.666,4.418,0.209,0.038
1.21,4.754,9.633,4.735,0.144,0.047
1.127,5.266,9.389,4.907,0.084,0.041
1.07,5.606,8.827,4.913,0.034,0.009
1.022,5.657,8.248,4.913,-0.019,-0.032
1.015,5.935,7.611,4.913,-0.085,-0.085
1.038,6.127,7.039,4.913,-0.145,-0.105
1.16,6.623,6.944,4.913,-0.195,-0.106
1.14,7.563,6.633,4.913,-0.265,-0.071
1.158,7.965,6.517,4.913,-0.316,0.021
1.215,8.062,6.224,4.913,-0.358,0.082
1.221,8.469,5.98,4.913,-0.395,0.093
1.337,8.915,5.627,4.913,-0.466,0.11
1.27,9.344,4.986,4.913,-0.52,0.131
1.229,9.177,4.344,4.913,-0.562,0.154
1.359,9.196,3.741,4.913,-0.601,0.116
1.41,8.844,3.438,4.913,-0.635,0.076
1.614,8.899,3.264,4.908,-0.689,0.039
1.676,8.901,3.16,4.777,-0.745,0.034
1.648,8.97,3.028,4.52,-0.794,0.028
1.541,9.096,2.776,4.288,-0.832,-0.011
1.542,9.147,2.558,4.096,-0.867,-0.009
1.435,9.45,2.131,4.046,-0.926,-0.003
1.517,9.69,1.485,4.106,-1.011,0.028
1.381,9.65,0.783,4.109,-1.03,0.023
1.255,9.356,-0.046,3.955,-0.979,-0.004
1.253,8.876,-0.661,3.601,-0.893,-0.054
1.303,8.784,-0.968,3.079,-0.786,-0.101
1.373,8.964,-0.971,2.503,-0.681,-0.1
1.337,9.216,-0.864,2.011,-0.595,-0.085
1.228,9.472,-0.869,1.596,-0.501,-0.066
1.188,9.737,-1.023,1.316,-0.412,-0.02
1.172,9.796,-1.246,1.151,-0.345,0.014
1.205,9.66,-1.496,1.043,-0.296,0.035
1.186,9.647,-1.641,0.948,-0.255,0.042
1.308,9.637,-1.704,0.826,-0.204,0.026
1.377,9.587,-1.867,0.712,-0.176,0.008
1.376,9.562,-1.949,0.56,-0.143,-0.016
1.382,9.725,-2.066,0.367,-0.105,-0.039
1.408,9.653,-2.096,0.194,-0.067,-0.046
1.401,9.669,-2.077,0.039,-0.028,-0.057
1.374,9.601,-2.051,-0.043,-0.005,-0.052
1.395,9.595,-2.067,-0.081,0.018,-0.012
1.38,9.57,-2.066,-0.079,0.018,-0.016
1.355,9.614,-2.059,-0.023,0.007,-0.029
1.39,9.7,-2.141,0.047,0,-0.033
1.423,9.759,-2.151,0.091,-0.009,-0.029
1.424,9.786,-2.152,0.104,-0.013,-0.025
1.415,9.648,-2.13,0.054,-0.003,-0.033
1.402,9.616,-2.17,-0.036,0.012,-0.042
1.4,9.6,-2.17,-0.124,0.027,-0.034
1.359,9.598,-2.166,-0.187,0.035,-0.016
1.338,9.573,-2.135,-0.194,0.039,0.007
1.323,9.62,-2.157,-0.139,0.04,0.01
1.333,9.644,-2.217,-0.061,0.034,0.009
1.403,9.732,-2.261,0.008,0.03,0.009
1.429,9.789,-2.259,0.086,0.005,0.005
1.404,9.711,-2.301,0.11,-0.006,-0.007
1.448,9.605,-2.279,0.053,0.007,-0.007
1.475,9.577,-2.204,-0.057,0.021,-0.006
1.409,9.736,-2.138,-0.141,0.029,0.011
1.353,9.673,-2.1,-0.179,0.045,0.037
1.315,9.621,-2.071,-0.184,0.053,0.044

0.234,0.598,10.028,-0.076,0.032,-0.035
0.266,0.604,10.035,-0.09,0.034,-0.027
0.216,0.586,10.014,-0.094,0.024,-0.023
0.261,0.582,10.011,-0.103,0.024,-0.017
0.27,0.622,10.039,-0.109,0.033,-0.01
0.268,0.595,10.074,-0.104,0.034,-0.001
0.266,0.551,10.102,-0.1,0.033,0.005
0.3,0.554,10.098,-0.088,0.029,0.012
0.277,0.608,10.123,-0.083,0.034,0.018
0.247,0.588,10.059,-0.08,0.04,0.023
0.254,0.536,10.009,-0.072,0.03,0.023
0.244,0.532,9.997,-0.066,0.021,0.018
0.224,0.514,10.028,-0.076,0.015,0.016
0.25,0.528,10.053,-0.093,0.021,0.016
0.264,0.567,10.103,-0.091,0.005,0.018
0.25,0.519,10.03,-0.097,0.001,0.018
0.234,0.505,9.984,-0.108,0.006,0.01
0.217,0.468,9.975,-0.116,0.003,0.007
0.249,0.5,10.009,-0.109,-0.003,0.006
0.226,0.468,9.973,-0.096,0.002,0.009
0.243,0.439,9.912,-0.079,0.003,0.01
0.239,0.39,9.906,-0.08,0.006,0.01
0.235,0.413,9.917,-0.09,0.006,0.008
0.232,0.398,9.925,-0.095,0.013,0.015
0.246,0.402,9.968,-0.09,0.015,0.018
0.237,0.387,9.902,-0.09,0.024,0.015
0.245,0.371,9.929,-0.097,0.027,0.009
0.238,0.41,9.965,-0.09,0.017,0.003
0.233,0.466,10.08,-0.074,0.011,0.003
0.249,0.499,10.17,-0.052,0.026,0.005
0.25,0.582,10.203,0.01,0.036,0.006
0.22,0.73,10.328,0.146,0.044,0.006
0.208,1.032,10.333,0.375,0.077,0.011
0.226,0.999,10.337,0.659,0.106,0.007
0.188,1.058,10.257,0.902,0.131,-0.008
0.187,1.083,10.163,1.094,0.144,-0.008
0.203,1.111,10.169,1.253,0.143,-0.008
0.229,1.16,10.134,1.396,0.151,-0.011
0.198,1.188,10.064,1.529,0.151,-0.022
0.218,1.273,10.02,1.627,0.158,-0.036
0.266,1.569,10.254,1.736,0.155,-0.047
0.25,2.187,10.483,1.974,0.127,-0.045
0.284,2.718,10.745,2.364,0.106,-0.002
0.2,3.09,10.666,2.896,0.091,0.054
0.198,3.13,10.605,3.409,0.092,0.085
0.183,3.552,10.448,3.905,0.077,0.062
0.128,3.984,9.886,4.39,0.05,0.063
0.186,3.918,9.398,4.73,0.056,0.095
0.232,4.01,9.103,4.896,0.051,0.062
0.235,4.32,8.791,4.913,0,0.043
0.265,4.744,8.797,4.913,-0.063,0.028
0.179,5.519,8.59,4.913,-0.125,0.035
0.101,5.739,8.407,4.913,-0.2,0.089
0.209,6.099,8.072,4.913,-0.247,0.083
0.149,6.478,7.585,4.913,-0.285,0.059
0.258,6.845,7.257,4.913,-0.328,0.051
0.431,7.43,6.914,4.913,-0.356,0.066
0.454,7.908,6.626,4.913,-0.389,0.092
0.512,8.12,6.345,4.913,-0.418,0.144
0.542,8.305,5.926,4.912,-0.447,0.174
0.555,8.123,5.71,4.854,-0.463,0.18
0.583,8.298,5.312,4.661,-0.479,0.159
0.643,8.685,5.032,4.452,-0.502,0.163
0.773,8.884,4.513,4.265,-0.509,0.181
0.774,8.858,4.179,3.999,-0.51,0.164
0.77,9.079,3.816,3.738,-0.5,0.135
0.804,9.303,3.465,3.508,-0.5,0.125
0.775,9.222,3.01,3.367,-0.514,0.133
0.829,9.222,2.595,3.28,-0.516,0.082
0.77,9.325,2.104,3.215,-0.516,0.046
0.836,9.351,1.722,3.156,-0.52,0.019
1.014,9.5,1.41,3.11,-0.522,-0.013
0.897,9.623,1.167,3.038,-0.518,-0.067
0.794,9.649,0.956,2.875,-0.479,-0.114
0.771,9.554,0.762,2.659,-0.438,-0.134
0.702,9.303,0.7,2.325,-0.368,-0.168
0.672,9.507,0.599,2.011,-0.316,-0.195
0.579,9.575,0.462,1.743,-0.24,-0.162
0.604,9.616,0.365,1.552,-0.18,-0.122
0.633,9.701,0.267,1.464,-0.147,-0.081
0.605,9.767,0.131,1.397,-0.126,-0.047
0.724,9.894,0.058,1.312,-0.121,-0.03
0.798,9.876,-0.109,1.238,-0.122,-0.018
0.838,9.817,-0.273,1.094,-0.107,-0.025
0.851,9.912,-0.357,0.906,-0.08,-0.036
0.837,9.729,-0.41,0.705,-0.054,-0.034
0.83,9.673,-0.382,0.506,-0.034,-0.045
0.765,9.647,-0.384,0.348,-0.014,-0.028
0.757,9.597,-0.48,0.282,-0.002,-0.012
0.719,9.656,-0.618,0.276,-0.001,-0.004
0.775,9.656,-0.671,0.273,-0.005,0.013
0.822,9.678,-0.693,0.243,-0.013,0.025
0.806,9.76,-0.739,0.178,-0.015,0.033
0.814,9.752,-0.744,0.084,-0.003,0.036
0.786,9.754,-0.757,-0.038,0.014,0.03
0.702,9.797,-0.857,-0.129,0.022,0.024
0.666,9.744,-0.89,-0.152,0.037,0.023
0.611,9.717,-0.947,-0.121,0.04,0.008
0.639,9.79,-0.958,-0.057,0.035,-0.003
0.675,9.826,-0.943,0.001,0.038,-0.005
0.706,9.935,-0.977,0.036,0.033,-0.008
0.706,9.99,-0.946,0.037,0.037,-0.008
0.749,9.946,-0.934,0.004,0.038,-0.015
0.728,9.946,-0.928,-0.046,0.05,-0.024

0.748,0.927,10.093,-0.013,0.045,-0.001
0.744,0.918,10.046,-0.001,0.039,0.001
0.752,0.921,10.029,0.008,0.035,-0.003
0.763,0.901,10.009,0.012,0.039,-0.001
0.784,0.91,9.998,0.015,0.044,-0.007
0.808,0.919,10.001,0.018,0.038,-0.012
0.841,0.902,9.987,0.011,0.032,-0.014
0.813,0.924,9.978,0.008,0.025,-0.022
0.824,0.921,9.981,-0.004,0.024,-0.028
0.798,0.938,9.982,-0.013,0.013,-0.029
0.787,0.92,10.012,-0.026,0.009,-0.021
0.769,0.897,9.971,-0.025,0.008,-0.016
0.779,0.927,9.98,-0.023,0.016,-0.011
0.794,0.986,9.988,0.002,0.011,-0.01
0.8,1.011,9.973,0.026,0.013,-0.005
0.855,0.926,9.964,0.035,0.017,-0.008
0.87,0.896,9.988,0.036,0.01,-0.017
0.847,0.907,9.937,0.027,0.008,-0.02
0.823,0.818,9.94,0.007,0.008,-0.023
0.774,0.817,9.885,-0.032,0.013,-0.024
0.738,0.809,9.903,-0.056,0.003,-0.022
0.73,0.905,9.932,-0.068,0.003,-0.017
0.769,1.006,10.019,-0.045,0.008,-0.003
0.798,1.052,10.115,0.01,0.016,0.006
0.811,1.093,10.183,0.081,0.037,0.007
0.849,1.363,10.362,0.231,0.07,0.005
0.834,1.701,10.525,0.534,0.114,0.008
0.769,1.843,10.317,1.014,0.16,0.014
0.611,1.665,10.049,1.411,0.225,0.011
0.597,1.765,9.91,1.729,0.249,-0.01
0.631,1.982,10.108,1.965,0.258,-0.003
0.66,2.505,10.385,2.287,0.26,0.029
0.661,2.89,10.489,2.794,0.268,0.075
0.592,2.972,10.34,3.374,0.308,0.093
0.596,3.025,10.097,3.959,0.343,0.077
0.603,3.237,9.767,4.471,0.363,0.06
0.596,3.752,9.553,4.841,0.358,0.032
0.515,4.394,9.278,4.913,0.319,-0.026
0.553,4.835,9.017,4.913,0.28,-0.068
0.646,5.298,8.749,4.913,0.2,-0.063
0.551,5.885,8.48,4.913,0.1,-0.026
0.581,6.216,8.25,4.913,0.006,0.025
0.612,6.484,7.909,4.913,-0.073,0.028
0.598,6.841,7.748,4.913,-0.11,-0.003
0.49,7.678,7.284,4.913,-0.147,-0.015
0.422,8.038,6.725,4.913,-0.187,0.039
0.548,8.195,6.15,4.913,-0.227,0.099
0.652,8.435,5.782,4.913,-0.276,0.12
0.904,8.968,5.326,4.913,-0.355,0.159
0.983,8.65,4.907,4.912,-0.409,0.176
1.045,8.201,4.628,4.841,-0.447,0.122
0.975,8.361,4.256,4.621,-0.481,0.052
0.872,8.59,3.944,4.377,-0.484,0.022
0.985,9.214,3.701,4.197,-0.494,0.031
1.04,9.671,3.241,4.195,-0.531,0.112
1.067,9.435,2.869,4.206,-0.558,0.198
1.139,9.676,2.429,4.214,-0.594,0.205
1.126,9.584,1.985,4.166,-0.637,0.182
1.173,9.391,1.664,3.962,-0.642,0.126
1.269,9.308,1.334,3.739,-0.665,0.051
1.179,9.408,1.063,3.498,-0.659,-0.013
1.077,9.494,0.822,3.231,-0.61,-0.035
1.09,9.721,0.682,2.988,-0.563,-0.033
1.081,9.914,0.461,2.844,-0.541,0.009
1.048,9.948,0.295,2.726,-0.505,0.05
0.966,10.075,0.023,2.612,-0.485,0.081
0.921,9.822,-0.175,2.481,-0.474,0.102
0.942,9.496,-0.281,2.232,-0.427,0.096
0.946,9.529,-0.363,1.928,-0.367,0.085
1.03,9.706,-0.52,1.622,-0.301,0.097
1.049,9.651,-0.622,1.347,-0.245,0.115
1.036,9.687,-0.806,1.112,-0.188,0.131
1.056,9.646,-1.005,0.95,-0.156,0.143
1.044,9.61,-1.189,0.82,-0.117,0.164
1.113,9.669,-1.339,0.715,-0.087,0.18
1.188,9.563,-1.336,0.605,-0.07,0.183
1.198,9.581,-1.344,0.462,-0.051,0.163
1.227,9.724,-1.37,0.371,-0.041,0.139
1.202,9.584,-1.45,0.312,-0.042,0.119
1.16,9.474,-1.476,0.212,-0.026,0.095
1.09,9.459,-1.485,0.11,-0.012,0.076
1.074,9.459,-1.45,0.018,0.007,0.077
1.086,9.595,-1.541,-0.025,0.006,0.076
1.031,9.645,-1.635,-0.047,0.015,0.08
1.041,9.638,-1.724,-0.041,0.018,0.069
1.091,9.719,-1.77,-0.035,0.02,0.06
1.099,9.672,-1.836,-0.024,0.011,0.053
1.119,9.604,-1.802,-0.036,0.016,0.035
1.092,9.71,-1.824,-0.072,0.031,0.023
1.156,9.703,-1.798,-0.083,0.028,0.017
1.123,9.63,-1.795,-0.095,0.024,0.004
1.117,9.633,-1.791,-0.103,0.022,-0.005
1.118,9.685,-1.772,-0.1,0.034,-0.005
1.095,9.733,-1.8,-0.06,0.032,-0.003
1.147,9.794,-1.803,-0.035,0.024,0.003
1.138,9.84,-1.786,-0.045,0.021,0.007
1.143,9.832,-1.775,-0.084,0.024,0.011
1.117,9.855,-1.762,-0.124,0.023,0.012
1.129,9.926,-1.772,-0.155,0.038,0.02
1.109,9.933,-1.737,-0.156,0.043,0.027
1.097,9.944,-1.767,-0.131,0.036,0.036
1.173,9.984,-1.683,-0.086,0.02,0.049
1.206,9.86,-1.671,-0.037,0.005,0.057
1.247,9.703,-1.702,-0.016,0.003,0.05

1.353,1.355,9.931,-0.031,0.063,0.025
1.388,1.338,9.965,-0.033,0.061,0.024
1.339,1.362,9.947,-0.051,0.063,0.016
1.314,1.397,9.969,-0.061,0.059,0.008
1.297,1.393,9.961,-0.048,0.046,-0.002
1.286,1.322,9.882,-0.039,0.036,-0.006
1.294,1.278,9.868,-0.051,0.046,-0.003
1.281,1.308,9.847,-0.049,0.047,-0.002
1.289,1.297,9.824,-0.036,0.041,0.003
1.298,1.323,9.821,-0.033,0.04,0.009
1.298,1.331,9.786,-0.031,0.039,0.013
1.301,1.344,9.797,-0.045,0.035,0.012
1.286,1.384,9.817,-0.045,0.024,0.007
1.262,1.414,9.825,-0.042,0.037,0.008
1.284,1.4,9.864,-0.015,0.034,0.003
1.26,1.371,9.82,-0.01,0.045,0.004
1.267,1.326,9.815,-0.011,0.045,0.006
1.246,1.376,9.859,-0.006,0.036,0.007
1.247,1.378,9.834,-0.014,0.042,0.016
1.272,1.351,9.873,0,0.037,0.018
1.255,1.336,9.841,0.012,0.035,0.013
1.25,1.354,9.871,0.032,0.035,0.009
1.251,1.326,9.803,0.064,0.035,0.002
1.222,1.328,9.727,0.094,0.046,-0.007
1.272,1.244,9.747,0.099,0.058,-0.015
1.285,1.375,9.837,0.121,0.057,-0.018
1.3,1.503,10.207,0.225,0.068,-0.018
1.287,2.334,10.352,0.572,0.098,-0.012
1.296,2.429,10.56,1.097,0.164,0.018
1.261,2.835,10.614,1.803,0.225,0.031
1.089,3.285,10.447,2.636,0.281,0.052
0.92,3.509,10.15,3.45,0.339,0.078
0.831,3.654,9.623,4.142,0.397,0.098
0.815,3.771,8.931,4.614,0.447,0.116
1.008,3.773,8.773,4.798,0.483,0.08
1.334,3.858,8.896,4.789,0.458,0.001
1.529,4.061,9.26,4.703,0.374,-0.075
1.511,4.461,9.56,4.67,0.27,-0.147
1.398,4.574,9.453,4.685,0.169,-0.2
1.303,4.77,9.141,4.647,0.088,-0.258
1.149,5.384,8.426,4.614,0.003,-0.297
0.904,5.674,7.817,4.487,-0.044,-0.275
0.876,6.367,7.335,4.403,-0.09,-0.209
0.81,6.785,6.912,4.4,-0.145,-0.107
0.708,6.984,6.739,4.287,-0.159,-0.014
0.661,7.569,6.4,4.147,-0.155,0.014
0.752,7.761,6.245,3.937,-0.163,0.072
0.915,7.987,6.264,3.721,-0.174,0.084
1.1,8.563,6.12,3.629,-0.214,0.074
1.179,8.727,6.076,3.614,-0.267,0.081
1.063,8.824,5.788,3.683,-0.295,0.045
1.104,9.014,5.296,3.785,-0.327,0.005
1.081,9.019,4.96,3.859,-0.353,-0.021
1.09,9.47,4.401,4.003,-0.381,-0.021
1.006,9.201,3.755,4.076,-0.389,0.029
1.064,8.915,3.312,3.94,-0.377,0.012
1.309,9.09,3.108,3.652,-0.371,-0.015
1.407,9.399,2.928,3.408,-0.392,0.022
1.424,9.509,2.641,3.241,-0.423,0.063
1.38,9.572,2.349,3.104,-0.428,0.075
1.274,9.77,1.946,3.05,-0.439,0.045
1.188,9.814,1.769,3.052,-0.453,0.052
1.207,9.955,1.511,3.144,-0.503,0.055
1.29,10.066,1.267,3.236,-0.552,0.059
1.38,10.142,0.9,3.31,-0.592,0.038
1.327,9.809,0.579,3.301,-0.591,-0.034
1.286,9.357,0.21,3.14,-0.556,-0.113
1.365,9.552,-0.15,2.967,-0.516,-0.163
1.247,9.534,-0.42,2.838,-0.489,-0.156
1.214,9.563,-0.579,2.723,-0.446,-0.128
1.184,9.82,-0.774,2.696,-0.443,-0.076
1.112,9.908,-0.886,2.648,-0.425,-0.038
1.218,9.91,-1.077,2.572,-0.408,-0.018
1.303,9.5,-1.167,2.411,-0.38,-0.048
1.263,9.389,-1.397,2.147,-0.329,-0.085
1.2,9.34,-1.591,1.861,-0.273,-0.079
1.206,9.371,-1.681,1.6,-0.213,-0.054
1.19,9.453,-1.83,1.415,-0.165,-0.022
1.168,9.46,-1.895,1.264,-0.122,0.003
1.161,9.528,-2.018,1.134,-0.088,0.032
1.261,9.594,-2.06,1.028,-0.075,0.067
1.299,9.643,-2.064,0.896,-0.052,0.089
1.372,9.671,-2.118,0.754,-0.028,0.098
1.377,9.542,-2.069,0.6,-0.005,0.09
1.326,9.419,-2.076,0.43,0.01,0.079
1.318,9.391,-2.078,0.256,0.027,0.071
1.253,9.226,-2.078,0.137,0.035,0.079
1.24,9.226,-2.193,0.047,0.042,0.086
1.257,9.477,-2.238,-0.017,0.056,0.094
1.277,9.651,-2.311,0.006,0.041,0.097
1.314,9.712,-2.422,0.063,0.016,0.096
1.311,9.686,-2.482,0.104,-0.003,0.089
1.304,9.523,-2.505,0.09,-0.01,0.065
1.3,9.415,-2.533,0.025,-0.015,0.034
1.253,9.511,-2.497,-0.073,-0.011,0.022
1.227,9.594,-2.442,-0.138,-0.013,0.022
1.17,9.594,-2.485,-0.172,-0.016,0.023
1.183,9.59,-2.481,-0.203,-0.003,0.031
1.212,9.542,-2.539,-0.203,0.008,0.047
1.235,9.501,-2.611,-0.131,-0.001,0.046
1.265,9.498,-2.691,-0.084,-0.005,0.031
1.342,9.606,-2.699,-0.075,-0.007,0.029
1.35,9.63,-2.683,-0.077,-0.021,0.026
1.362,9.555,-2.733,-0.119,-0.03,0.017

1.439,1.578,9.803,0.037,0.076,-0.011
1.413,1.648,9.784,0.091,0.078,-0.008
1.409,1.555,9.78,0.121,0.101,-0.008
1.408,1.588,9.791,0.127,0.1,-0.009
1.435,1.597,9.829,0.103,0.091,-0.003
1.395,1.565,9.853,0.048,0.082,-0.009
1.371,1.627,9.9,-0.004,0.071,-0.015
1.388,1.652,10.014,-0.032,0.063,-0.016
1.356,1.689,9.962,-0.033,0.055,-0.015
1.323,1.706,9.927,-0.018,0.065,-0.008
1.338,1.729,9.922,0.025,0.069,-0.003
1.33,1.691,9.894,0.079,0.065,0.001
1.347,1.777,9.957,0.127,0.066,0.01
1.368,1.687,9.905,0.14,0.069,0.023
1.39,1.538,9.821,0.078,0.067,0.017
1.38,1.658,9.907,0.017,0.044,0.001
1.357,1.746,9.933,-0.019,0.042,-0.014
1.385,1.721,9.874,-0.019,0.049,-0.011
1.355,1.597,9.834,-0.002,0.051,0
1.37,1.603,9.827,0.01,0.047,0.015
1.345,1.668,9.907,0.033,0.043,0.027
1.352,1.805,9.987,0.094,0.045,0.03
1.364,1.922,10.004,0.205,0.065,0.042
1.411,2.053,10.116,0.366,0.072,0.048
1.304,2.353,10.054,0.614,0.091,0.039
