aX,aY,aZ,gX,gY,gZ
1.333,-9.203,3.511,-0.089,0.039,0.053
1.329,-9.114,3.521,-0.095,0.038,0.04
1.315,-9.024,3.499,-0.085,0.053,0.029
1.334,-9.001,3.501,-0.06,0.06,0.026
1.327,-9.061,3.422,-0.047,0.071,0.024
1.286,-9.126,3.351,-0.035,0.082,0.021
1.312,-9.196,3.324,-0.027,0.086,0.027
1.346,-9.269,3.308,-0.023,0.068,0.037
1.252,-9.208,3.323,-0.041,0.062,0.044
1.318,-9.136,3.411,-0.065,0.067,0.052
1.377,-9.125,3.501,-0.076,0.071,0.052
1.376,-9.056,3.438,-0.077,0.077,0.047
1.49,-9.125,3.502,-0.052,0.077,0.033
1.472,-9.224,3.364,-0.012,0.083,0.029
1.567,-9.33,3.356,0.023,0.084,0.031
1.573,-9.483,3.333,0.027,0.075,0.035
1.552,-9.489,3.331,-0.003,0.069,0.033
1.522,-9.505,3.392,-0.058,0.069,0.035
1.534,-9.484,3.516,-0.108,0.058,0.036
1.456,-9.376,3.63,-0.139,0.055,0.035
1.439,-9.181,3.707,-0.136,0.06,0.032
1.401,-9.074,3.609,-0.086,0.061,0.023
1.475,-9.169,3.649,-0.039,0.069,0.012
1.365,-9.315,3.566,-0.028,0.075,-0.005
1.391,-9.356,3.571,-0.026,0.068,-0.005
1.44,-9.392,3.524,-0.033,0.059,0.007
1.47,-9.371,3.571,-0.059,0.053,0.026
1.396,-9.264,3.551,-0.077,0.04,0.037
1.424,-9.135,3.604,-0.069,0.022,0.043
1.464,-9.122,3.543,-0.059,0.023,0.043
1.489,-9.174,3.477,-0.049,0.038,0.031
1.444,-9.207,3.484,-0.039,0.045,0.024
1.433,-9.242,3.45,-0.032,0.034,0.022
1.397,-9.252,3.401,-0.037,0.025,0.023
1.447,-9.212,3.388,-0.047,0.035,0.019
1.429,-9.162,3.345,-0.06,0.05,0.02
1.374,-9.161,3.28,-0.046,0.041,0.018
1.398,-9.2,3.32,-0.044,0.049,0.014
1.438,-9.247,3.311,-0.062,0.058,0.014
1.43,-9.257,3.284,-0.082,0.053,0.013
1.451,-9.195,3.302,-0.092,0.049,0.018
1.445,-9.182,3.362,-0.08,0.048,0.027
1.404,-9.178,3.372,-0.067,0.05,0.038
1.415,-9.181,3.318,-0.047,0.055,0.039
1.38,-9.251,3.198,-0.033,0.066,0.026
1.397,-9.316,3.22,-0.036,0.075,0.011
1.421,-9.33,3.269,-0.058,0.081,0.008
1.453,-9.278,3.316,-0.092,0.092,0.01
1.423,-9.125,3.391,-0.102,0.092,0.005
1.448,-9.076,3.431,-0.091,0.092,-0.002
1.402,-9.093,3.426,-0.08,0.11,-0.01
1.388,-9.176,3.4,-0.069,0.103,-0.018
1.382,-9.129,3.364,-0.052,0.097,-0.015
1.438,-9.206,3.37,-0.041,0.101,0.003
1.436,-9.316,3.36,-0.05,0.092,0.027
1.389,-9.317,3.299,-0.081,0.073,0.048
1.468,-9.29,3.425,-0.107,0.064,0.06
1.456,-9.216,3.378,-0.116,0.064,0.064
1.5,-9.204,3.443,-0.091,0.083,0.051
1.515,-9.243,3.551,-0.057,0.098,0.022
1.448,-9.258,3.596,-0.048,0.104,-0.008
1.416,-9.254,3.576,-0.063,0.113,-0.027
1.468,-9.276,3.459,-0.068,0.119,-0.034
1.432,-9.284,3.373,-0.071,0.114,-0.022
1.438,-9.244,3.413,-0.067,0.096,-0.001
1.429,-9.189,3.442,-0.061,0.081,0.023
1.416,-9.199,3.446,-0.077,0.087,0.033
1.476,-9.203,3.59,-0.083,0.08,0.033
1.508,-9.141,3.701,-0.092,0.067,0.031
1.52,-9.015,3.744,-0.103,0.071,0.029
1.501,-8.944,3.701,-0.089,0.076,0.024
1.482,-8.963,3.585,-0.052,0.075,0.009
1.396,-8.993,3.504,-0.02,0.078,0
1.369,-9.073,3.385,-0.017,0.084,0.01
1.371,-9.13,3.367,-0.023,0.074,0.023
1.379,-9.115,3.395,-0.056,0.073,0.048
1.413,-9.049,3.468,-0.076,0.058,0.075
1.464,-9.01,3.452,-0.088,0.046,0.089
1.531,-9.061,3.446,-0.096,0.054,0.086
1.541,-9.104,3.449,-0.089,0.073,0.069
1.498,-9.127,3.505,-0.055,0.075,0.053
1.485,-9.112,3.642,-0.034,0.079,0.04
1.476,-9.028,3.678,-0.028,0.081,0.032
1.497,-9.008,3.635,-0.036,0.093,0.024
1.514,-9.07,3.584,-0.032,0.095,0.019
1.473,-9.151,3.588,-0.018,0.084,0.021
1.523,-9.217,3.512,-0.008,0.067,0.038
1.578,-9.318,3.446,0.007,0.063,0.052
1.56,-9.318,3.558,0.019,0.053,0.058
1.401,-9.216,3.589,0,0.04,0.065
1.429,-9.112,3.662,-0.028,0.039,0.067
1.43,-9.053,3.623,-0.033,0.034,0.051
1.4,-9.027,3.59,-0.039,0.052,0.039
1.347,-9.055,3.535,-0.026,0.049,0.04
1.383,-9.158,3.405,-0.009,0.043,0.049
1.477,-9.351,3.338,0.005,0.041,0.055
1.486,-9.38,3.437,-0.009,0.05,0.069
1.443,-9.33,3.438,-0.035,0.035,0.09

1.228,-9.305,3.551,-0.027,0.043,0.011
1.224,-9.373,3.579,-0.042,0.04,0.029
1.278,-9.282,3.658,-0.066,0.02,0.057
1.254,-9.175,3.681,-0.092,0.015,0.078
1.281,-9.007,3.713,-0.087,0.008,0.082
1.305,-9.032,3.609,-0.063,0.002,0.076
1.344,-9.148,3.498,-0.046,0.013,0.048
1.255,-9.22,3.506,-0.034,0.031,0.022
1.203,-9.212,3.564,-0.043,0.031,0.025
1.191,-9.207,3.486,-0.061,0.018,0.036
1.2,-9.179,3.378,-0.082,0.027,0.043
1.202,-9.156,3.424,-0.101,0.035,0.051
1.252,-9.152,3.422,-0.115,0.035,0.065
1.296,-9.214,3.435,-0.099,0.027,0.07
1.251,-9.183,3.512,-0.075,0.032,0.066
1.16,-9.054,3.524,-0.051,0.026,0.062
1.187,-9.083,3.437,-0.042,0.033,0.057
1.156,-9.224,3.307,-0.029,0.044,0.037
1.153,-9.246,3.387,-0.036,0.052,0.021
1.143,-9.159,3.474,-0.066,0.059,0.033
1.164,-9.072,3.533,-0.077,0.059,0.043
1.201,-9.042,3.451,-0.071,0.068,0.048
1.205,-9.128,3.419,-0.066,0.069,0.041
1.159,-9.159,3.413,-0.056,0.05,0.043
1.163,-9.215,3.388,-0.059,0.048,0.063
1.195,-9.279,3.303,-0.063,0.049,0.087
1.204,-9.296,3.366,-0.074,0.051,0.093
1.206,-9.268,3.475,-0.101,0.059,0.091
1.222,-9.127,3.612,-0.109,0.045,0.081
1.242,-9.127,3.561,-0.105,0.06,0.062
1.274,-9.254,3.484,-0.084,0.09,0.034
1.312,-9.355,3.572,-0.069,0.11,0.013
1.262,-9.389,3.562,-0.055,0.1,0.011
1.278,-9.411,3.497,-0.056,0.103,0.016
1.284,-9.455,3.449,-0.053,0.099,0.022
1.296,-9.487,3.529,-0.059,0.084,0.034
1.317,-9.498,3.56,-0.085,0.066,0.048
1.278,-9.415,3.622,-0.126,0.061,0.058
1.283,-9.267,3.748,-0.13,0.051,0.062
1.266,-9.231,3.708,-0.119,0.05,0.06
1.266,-9.221,3.675,-0.095,0.05,0.044
1.221,-9.188,3.689,-0.072,0.062,0.028
1.204,-9.18,3.665,-0.038,0.065,0.019
1.213,-9.167,3.587,-0.019,0.066,0.016
1.192,-9.189,3.537,-0.025,0.067,0.013
1.222,-9.195,3.463,-0.043,0.064,0.012
1.26,-9.261,3.466,-0.062,0.059,0.011
1.263,-9.264,3.461,-0.078,0.059,0.019
1.33,-9.283,3.514,-0.084,0.053,0.029
1.263,-9.207,3.561,-0.094,0.051,0.033
1.25,-9.124,3.58,-0.096,0.045,0.036
1.24,-9.105,3.505,-0.086,0.047,0.034
1.218,-9.112,3.425,-0.065,0.052,0.027
1.217,-9.081,3.476,-0.045,0.055,0.027
1.158,-9.043,3.458,-0.031,0.055,0.033
1.166,-9.068,3.4,-0.033,0.06,0.033
1.191,-9.095,3.325,-0.042,0.062,0.027
1.175,-9.182,3.314,-0.069,0.067,0.03
1.194,-9.196,3.351,-0.091,0.066,0.035
1.26,-9.191,3.381,-0.095,0.073,0.045
1.322,-9.168,3.474,-0.086,0.086,0.044
1.277,-9.125,3.51,-0.064,0.079,0.029
1.325,-9.104,3.565,-0.053,0.094,0.012
1.263,-9.081,3.542,-0.039,0.107,-0.004
1.224,-9.081,3.488,-0.023,0.103,-0.009
1.195,-9.118,3.416,-0.012,0.102,-0.002
1.192,-9.187,3.379,-0.008,0.097,0.016
1.163,-9.176,3.307,-0.031,0.085,0.041
1.182,-9.109,3.4,-0.066,0.089,0.06
1.211,-9.028,3.584,-0.075,0.075,0.072
1.173,-8.92,3.647,-0.074,0.073,0.073
1.291,-8.966,3.703,-0.064,0.087,0.064
1.279,-9.022,3.678,-0.049,0.092,0.045
1.269,-9.053,3.644,-0.027,0.092,0.032
1.254,-9.173,3.591,-0.015,0.106,0.029
1.239,-9.298,3.472,-0.002,0.111,0.033
1.258,-9.381,3.503,-0.008,0.095,0.044
1.279,-9.295,3.649,-0.032,0.079,0.053
1.277,-9.172,3.663,-0.061,0.08,0.066
1.287,-9.157,3.631,-0.05,0.07,0.072
1.357,-9.245,3.648,-0.044,0.078,0.069
1.341,-9.312,3.697,-0.051,0.084,0.053
1.302,-9.354,3.677,-0.052,0.086,0.041
1.362,-9.388,3.707,-0.031,0.084,0.033
1.397,-9.405,3.749,-0.031,0.088,0.037
1.338,-9.405,3.693,-0.037,0.081,0.041
1.33,-9.36,3.682,-0.04,0.066,0.039
1.337,-9.389,3.659,-0.049,0.057,0.037
1.316,-9.399,3.625,-0.071,0.054,0.04
1.291,-9.337,3.618,-0.083,0.051,0.042
1.319,-9.364,3.645,-0.075,0.046,0.041
1.286,-9.362,3.687,-0.065,0.043,0.033
1.28,-9.306,3.71,-0.067,0.046,0.027
1.335,-9.208,3.786,-0.075,0.058,0.016
1.339,-9.121,3.852,-0.069,0.06,0
1.292,-9.108,3.825,-0.049,0.069,-0.018
1.297,-9.104,3.783,-0.022,0.079,-0.03
1.271,-9.164,3.687,-0.005,0.082,-0.036
1.213,-9.22,3.66,-0.016,0.075,-0.031
1.174,-9.223,3.645,-0.04,0.055,-0.017
1.203,-9.193,3.501,-0.068,0.035,0.004
1.239,-9.187,3.424,-0.087,0.027,0.022
1.259,-9.092,3.523,-0.095,0.02,0.035
1.256,-8.993,3.624,-0.111,0.027,0.046

1.136,-9.223,3.573,-0.04,0.113,-0.015
1.142,-9.474,3.454,-0.013,0.111,-0.019
1.144,-9.635,3.454,-0.026,0.112,-0.007
1.242,-9.608,3.589,-0.056,0.09,0.019
1.242,-9.45,3.664,-0.099,0.067,0.044
1.208,-9.288,3.68,-0.131,0.053,0.047
1.191,-9.202,3.732,-0.132,0.047,0.027
1.152,-9.116,3.778,-0.11,0.048,0.007
1.137,-9.109,3.704,-0.078,0.062,-0.002
1.153,-9.228,3.619,-0.053,0.077,-0.005
1.184,-9.302,3.534,-0.029,0.082,-0.008
1.167,-9.417,3.497,-0.039,0.085,-0.004
1.233,-9.492,3.535,-0.063,0.074,0.006
1.25,-9.499,3.522,-0.102,0.067,0.014
1.223,-9.435,3.536,-0.145,0.06,0.021
1.25,-9.259,3.66,-0.165,0.052,0.03
1.281,-9.192,3.71,-0.156,0.049,0.029
1.261,-9.19,3.66,-0.125,0.051,0.018
1.229,-9.186,3.643,-0.093,0.064,0.002
1.207,-9.283,3.572,-0.067,0.073,-0.007
1.133,-9.31,3.533,-0.073,0.077,-0.011
1.133,-9.246,3.607,-0.091,0.069,-0.014
1.13,-9.08,3.696,-0.115,0.068,-0.012
1.106,-8.908,3.71,-0.127,0.069,-0.006
1.166,-8.853,3.663,-0.123,0.078,-0.003
1.219,-8.932,3.684,-0.105,0.074,-0.007
1.215,-9.028,3.629,-0.089,0.061,-0.011
1.255,-9.116,3.554,-0.089,0.062,0.001
1.277,-9.156,3.554,-0.082,0.062,0.02
1.266,-9.041,3.607,-0.072,0.046,0.043
1.224,-8.949,3.623,-0.066,0.031,0.05
1.222,-8.836,3.669,-0.064,0.038,0.037
1.211,-8.763,3.691,-0.06,0.053,0.022
1.208,-8.76,3.656,-0.047,0.05,0.011
1.148,-8.83,3.525,-0.033,0.055,0.004
1.248,-8.918,3.356,-0.007,0.064,0.011
1.28,-8.987,3.29,0.007,0.081,0.023
1.252,-9.047,3.374,0.022,0.066,0.041
1.205,-9.047,3.307,0.005,0.059,0.056
1.285,-9.024,3.511,-0.053,0.066,0.055
1.196,-8.945,3.589,-0.094,0.066,0.053
1.214,-8.914,3.572,-0.123,0.079,0.054
1.237,-8.958,3.544,-0.114,0.098,0.052
1.262,-9.026,3.56,-0.069,0.103,0.052
1.264,-9.139,3.565,-0.028,0.091,0.063
1.215,-9.169,3.594,-0.019,0.098,0.066
1.195,-9.137,3.668,-0.026,0.078,0.073
1.15,-9.106,3.61,-0.058,0.066,0.089
1.21,-9.24,3.581,-0.098,0.051,0.099
1.228,-9.231,3.642,-0.133,0.047,0.099
1.231,-9.136,3.743,-0.14,0.049,0.109
1.255,-9.106,3.771,-0.115,0.056,0.117
1.242,-9.073,3.783,-0.071,0.058,0.103
1.244,-9.037,3.801,-0.022,0.066,0.072
1.225,-9.118,3.778,0,0.08,0.043
1.212,-9.195,3.692,-0.005,0.094,0.025
1.224,-9.323,3.579,-0.017,0.091,0.03
1.24,-9.361,3.511,-0.031,0.079,0.049
1.26,-9.379,3.477,-0.059,0.079,0.073
1.243,-9.331,3.57,-0.077,0.056,0.096
1.27,-9.26,3.659,-0.093,0.039,0.115
1.31,-9.248,3.665,-0.097,0.032,0.112
1.279,-9.262,3.692,-0.091,0.051,0.093
1.216,-9.221,3.742,-0.064,0.057,0.074
1.182,-9.22,3.755,-0.044,0.062,0.056
1.183,-9.297,3.63,-0.034,0.075,0.027
1.181,-9.316,3.605,-0.053,0.088,0.005
1.134,-9.282,3.607,-0.083,0.079,0.006
1.14,-9.311,3.528,-0.11,0.07,0.029
1.15,-9.349,3.38,-0.12,0.062,0.054
1.172,-9.372,3.364,-0.138,0.058,0.075
1.21,-9.298,3.504,-0.147,0.053,0.093
1.252,-9.214,3.681,-0.135,0.038,0.088
1.25,-9.244,3.752,-0.124,0.041,0.073
1.196,-9.134,3.827,-0.109,0.059,0.049
1.126,-9.11,3.704,-0.087,0.061,0.038
1.116,-9.316,3.415,-0.079,0.065,0.03
1.205,-9.516,3.331,-0.073,0.068,0.019
1.174,-9.544,3.339,-0.075,0.048,0.04
1.131,-9.45,3.395,-0.098,0.033,0.07
1.166,-9.298,3.517,-0.094,0.017,0.087
1.157,-9.14,3.572,-0.094,0.01,0.086
1.104,-9.036,3.592,-0.106,0.021,0.066
1.097,-9.074,3.513,-0.109,0.041,0.045
1.076,-9.134,3.42,-0.087,0.053,0.028
1.133,-9.235,3.297,-0.062,0.055,0.029
1.208,-9.33,3.285,-0.055,0.071,0.032
1.176,-9.337,3.385,-0.066,0.078,0.037
1.142,-9.232,3.506,-0.084,0.071,0.048
1.19,-9.175,3.518,-0.103,0.067,0.048
1.193,-9.158,3.491,-0.1,0.073,0.029
1.112,-9.09,3.563,-0.083,0.082,0.008
1.108,-9.001,3.654,-0.069,0.086,0.006
1.126,-8.991,3.57,-0.051,0.093,0.011
1.128,-9.089,3.408,-0.033,0.089,0.012
1.162,-9.153,3.423,-0.033,0.091,0.012
1.159,-9.132,3.486,-0.045,0.089,0.033
1.171,-9.166,3.462,-0.054,0.073,0.056
1.218,-9.133,3.512,-0.056,0.067,0.058
1.18,-9.081,3.567,-0.07,0.072,0.055
1.154,-9.029,3.595,-0.073,0.071,0.05
1.166,-9.056,3.516,-0.064,0.078,0.04
1.129,-9.137,3.488,-0.051,0.087,0.036
1.123,-9.093,3.567,-0.046,0.093,0.04

1.159,-9.068,3.762,-0.058,0.059,0.037
1.154,-9.177,3.597,-0.063,0.054,0.044
1.163,-9.257,3.506,-0.083,0.053,0.046
1.189,-9.238,3.562,-0.098,0.038,0.051
1.193,-9.147,3.648,-0.12,0.038,0.055
1.127,-9.009,3.746,-0.135,0.045,0.056
1.026,-8.828,3.824,-0.129,0.043,0.045
0.977,-8.777,3.758,-0.106,0.06,0.035
0.971,-8.888,3.679,-0.07,0.076,0.025
1.081,-9.043,3.532,-0.045,0.087,0.025
1.121,-9.26,3.429,-0.038,0.084,0.039
1.157,-9.327,3.445,-0.055,0.067,0.064
1.215,-9.351,3.476,-0.115,0.052,0.088
1.189,-9.3,3.647,-0.177,0.028,0.096
1.121,-9.16,3.749,-0.217,0.014,0.095
1.099,-9.019,3.783,-0.217,0.027,0.091
1.084,-8.975,3.714,-0.161,0.042,0.079
1.081,-9.147,3.622,-0.098,0.067,0.059
1.087,-9.31,3.568,-0.053,0.083,0.039
1.097,-9.359,3.582,-0.046,0.091,0.029
1.067,-9.3,3.626,-0.064,0.082,0.033
1.059,-9.214,3.604,-0.088,0.077,0.042
1.089,-9.129,3.613,-0.097,0.069,0.048
1.057,-9.091,3.589,-0.104,0.072,0.042
1.046,-9.14,3.593,-0.098,0.078,0.048
1.112,-9.146,3.609,-0.086,0.07,0.047
1.1,-9.179,3.637,-0.078,0.064,0.039
1.051,-9.149,3.651,-0.077,0.066,0.037
1.096,-9.07,3.661,-0.078,0.08,0.038
1.098,-9.067,3.625,-0.066,0.09,0.034
1.121,-9.088,3.638,-0.051,0.096,0.025
1.12,-9.076,3.635,-0.044,0.1,0.016
1.126,-9.14,3.701,-0.052,0.104,0.012
1.139,-9.138,3.713,-0.065,0.095,0.019
1.135,-9.179,3.612,-0.08,0.082,0.035
1.146,-9.239,3.532,-0.075,0.074,0.051
1.134,-9.243,3.518,-0.07,0.069,0.064
1.133,-9.166,3.581,-0.074,0.057,0.079
1.181,-9.111,3.643,-0.082,0.053,0.082
1.133,-8.988,3.697,-0.087,0.055,0.063
1.098,-8.934,3.676,-0.089,0.073,0.042
1.114,-9.023,3.634,-0.074,0.095,0.023
1.094,-9.16,3.586,-0.051,0.106,0.014
1.161,-9.306,3.47,-0.054,0.113,0.024
1.186,-9.424,3.451,-0.082,0.114,0.032
1.172,-9.428,3.595,-0.104,0.095,0.041
1.241,-9.329,3.792,-0.124,0.079,0.057
1.198,-9.182,3.822,-0.131,0.066,0.071
1.181,-9.112,3.811,-0.11,0.065,0.065
1.191,-9.169,3.72,-0.073,0.077,0.047
1.159,-9.298,3.633,-0.055,0.08,0.031
1.143,-9.412,3.552,-0.067,0.077,0.022
1.137,-9.384,3.628,-0.101,0.072,0.02
1.117,-9.265,3.691,-0.125,0.06,0.025
1.113,-9.137,3.748,-0.144,0.062,0.027
1.088,-9.043,3.764,-0.128,0.062,0.024
1.045,-8.97,3.779,-0.089,0.063,0.022
1.039,-8.964,3.769,-0.057,0.077,0.02
1.049,-9.009,3.654,-0.024,0.088,0.021
1.027,-9.095,3.537,-0.008,0.087,0.025
1.043,-9.135,3.508,-0.011,0.077,0.034
1.086,-9.257,3.458,-0.052,0.072,0.051
1.071,-9.209,3.481,-0.098,0.062,0.057
1.088,-9.085,3.575,-0.138,0.065,0.065
1.116,-8.96,3.652,-0.148,0.072,0.064
1.186,-8.944,3.745,-0.131,0.082,0.051
1.205,-8.965,3.78,-0.102,0.097,0.025
1.238,-9.003,3.744,-0.069,0.11,0.007
1.227,-9.174,3.597,-0.036,0.113,0.008
1.222,-9.276,3.487,-0.012,0.114,0.012
1.208,-9.257,3.438,-0.021,0.11,0.029
1.142,-9.181,3.418,-0.053,0.103,0.039
1.066,-9.014,3.576,-0.092,0.095,0.038
1.014,-8.808,3.698,-0.118,0.084,0.032
0.977,-8.686,3.721,-0.123,0.092,0.023
1.007,-8.769,3.595,-0.108,0.128,0.008
1.123,-8.949,3.588,-0.062,0.143,0.001
1.102,-9.092,3.578,-0.035,0.14,0.017
1.118,-9.112,3.593,-0.035,0.131,0.047
1.163,-9.081,3.659,-0.05,0.122,0.074
1.15,-9.017,3.702,-0.066,0.108,0.084
1.185,-9.046,3.724,-0.076,0.097,0.079
1.169,-9.087,3.803,-0.087,0.096,0.065
1.147,-9.099,3.818,-0.089,0.101,0.055
1.21,-9.168,3.848,-0.084,0.106,0.054
1.244,-9.231,3.838,-0.089,0.108,0.055
1.249,-9.264,3.836,-0.083,0.102,0.05
1.291,-9.278,3.769,-0.067,0.092,0.051
1.33,-9.446,3.884,-0.071,0.087,0.063
1.222,-9.374,3.857,-0.077,0.074,0.073
1.186,-9.297,3.774,-0.066,0.068,0.075
1.177,-9.316,3.725,-0.064,0.069,0.077
1.168,-9.337,3.743,-0.078,0.062,0.06
1.165,-9.442,3.824,-0.096,0.061,0.045
1.128,-9.47,3.738,-0.119,0.062,0.037
1.248,-9.384,3.919,-0.173,0.064,0.048
1.206,-9.466,3.834,-0.194,0.05,0.055
1.279,-9.276,3.899,-0.185,0.037,0.064
1.24,-9.308,3.662,-0.143,0.029,0.066
1.233,-9.32,3.635,-0.095,0.044,0.066
1.176,-9.314,3.674,-0.049,0.046,0.051
1.101,-9.256,3.749,-0.057,0.043,0.048
1.054,-9.156,3.747,-0.098,0.04,0.033
1.029,-9.01,3.68,-0.132,0.05,0.015

0.925,-9.464,3.686,-0.028,0.093,0.022
0.972,-9.426,3.636,-0.075,0.077,0.039
1.004,-9.331,3.657,-0.128,0.076,0.041
0.961,-9.152,3.683,-0.15,0.071,0.05
0.975,-9.065,3.796,-0.14,0.071,0.052
0.955,-8.998,3.907,-0.101,0.073,0.042
0.889,-8.961,3.826,-0.058,0.083,0.025
0.889,-9.063,3.71,-0.031,0.108,0.007
0.896,-9.126,3.729,-0.026,0.122,-0.008
0.906,-9.116,3.79,-0.036,0.098,-0.007
0.934,-9.016,3.678,-0.058,0.088,0.011
0.995,-8.981,3.562,-0.063,0.093,0.03
0.964,-8.929,3.518,-0.045,0.078,0.039
0.957,-9.02,3.492,-0.049,0.076,0.049
0.985,-9.104,3.436,-0.053,0.08,0.053
0.963,-9.139,3.576,-0.065,0.09,0.05
0.932,-8.976,3.792,-0.088,0.086,0.056
0.874,-8.793,3.756,-0.092,0.087,0.062
0.926,-8.797,3.685,-0.07,0.112,0.046
0.946,-8.847,3.751,-0.038,0.131,0.022
0.918,-8.92,3.747,-0.011,0.13,0.02
0.942,-9.048,3.669,0.009,0.13,0.032
1.048,-9.217,3.569,0.007,0.131,0.046
1.09,-9.374,3.56,-0.03,0.111,0.069
1.088,-9.406,3.571,-0.075,0.088,0.084
1.101,-9.312,3.671,-0.111,0.079,0.097
1.06,-9.145,3.853,-0.126,0.07,0.099
1.007,-8.927,4.043,-0.117,0.077,0.084
0.975,-8.807,4.099,-0.091,0.102,0.055
0.928,-8.815,4.017,-0.055,0.133,0.024
0.921,-9.025,3.871,-0.015,0.137,-0.001
0.925,-9.246,3.758,0.002,0.135,-0.001
0.927,-9.408,3.646,-0.009,0.113,0.029
0.992,-9.497,3.546,-0.05,0.091,0.071
1.035,-9.445,3.61,-0.095,0.064,0.104
1.047,-9.287,3.812,-0.124,0.042,0.122
0.982,-9.11,3.956,-0.139,0.031,0.121
0.953,-8.908,3.964,-0.132,0.05,0.103
0.927,-8.88,3.872,-0.104,0.08,0.068
0.896,-8.948,3.781,-0.062,0.108,0.029
0.88,-9.068,3.798,-0.028,0.121,0.008
0.922,-9.201,3.781,-0.023,0.13,0.009
0.94,-9.249,3.741,-0.036,0.121,0.026
0.933,-9.29,3.695,-0.058,0.1,0.055
0.959,-9.36,3.636,-0.085,0.077,0.086
1.017,-9.372,3.646,-0.107,0.052,0.108
1.006,-9.305,3.749,-0.111,0.04,0.117
0.952,-9.152,3.88,-0.105,0.036,0.111
0.925,-9.021,3.956,-0.113,0.049,0.087
0.916,-8.96,3.906,-0.102,0.071,0.045
0.896,-8.969,3.84,-0.079,0.099,0.009
0.894,-9.056,3.78,-0.059,0.117,-0.004
0.897,-9.172,3.732,-0.036,0.113,0
0.905,-9.296,3.703,-0.031,0.102,0.023
0.899,-9.335,3.691,-0.057,0.083,0.055
0.909,-9.28,3.773,-0.089,0.055,0.087
0.899,-9.204,3.822,-0.109,0.027,0.107
0.899,-9.112,3.757,-0.115,0.019,0.111
0.938,-9.044,3.791,-0.107,0.032,0.102
0.909,-8.948,3.837,-0.096,0.046,0.083
0.877,-8.919,3.815,-0.087,0.062,0.06
0.933,-8.924,3.843,-0.079,0.087,0.031
0.923,-8.909,3.869,-0.06,0.109,0.01
0.893,-9.013,3.722,-0.034,0.117,0.004
0.873,-9.14,3.593,-0.012,0.112,0.011
0.934,-9.261,3.479,-0.009,0.102,0.031
0.944,-9.336,3.52,-0.033,0.084,0.061
0.941,-9.294,3.672,-0.08,0.053,0.092
0.949,-9.185,3.618,-0.133,0.042,0.111
0.931,-9.157,3.635,-0.161,0.052,0.11
0.898,-9.03,3.828,-0.15,0.054,0.095
0.924,-8.958,3.891,-0.122,0.063,0.083
0.931,-9.013,3.873,-0.083,0.086,0.058
0.947,-9.033,3.832,-0.046,0.115,0.025
0.932,-9.122,3.817,-0.027,0.126,0.009
0.915,-9.263,3.731,-0.022,0.113,0.009
0.936,-9.365,3.7,-0.049,0.099,0.018
0.914,-9.33,3.733,-0.085,0.077,0.046
0.892,-9.312,3.655,-0.104,0.054,0.084
0.948,-9.283,3.577,-0.109,0.05,0.105
0.969,-9.264,3.648,-0.112,0.062,0.101
0.97,-9.094,3.919,-0.094,0.061,0.08
0.873,-8.996,3.858,-0.078,0.072,0.048
0.904,-8.961,3.903,-0.076,0.114,0.002
0.852,-8.959,3.872,-0.071,0.132,-0.038
0.793,-8.99,3.782,-0.073,0.145,-0.054
0.802,-9.096,3.729,-0.074,0.147,-0.043
0.855,-9.17,3.734,-0.061,0.123,-0.008
0.961,-9.224,3.735,-0.058,0.103,0.045
1.009,-9.225,3.724,-0.058,0.078,0.094
0.982,-9.344,3.588,-0.062,0.048,0.123
0.945,-9.343,3.657,-0.091,0.036,0.116
0.819,-9.203,3.85,-0.13,0.029,0.105
0.803,-9.005,3.917,-0.148,0.034,0.107
0.843,-8.921,3.868,-0.147,0.062,0.079
0.818,-8.902,3.848,-0.115,0.09,0.04
0.837,-8.92,3.822,-0.074,0.115,0.021
0.873,-9.033,3.733,-0.026,0.132,0.012
0.917,-9.193,3.67,0,0.146,0.014
0.895,-9.336,3.646,-0.002,0.136,0.024
0.934,-9.417,3.6,-0.029,0.123,0.035
0.987,-9.335,3.752,-0.075,0.103,0.055
0.929,-9.169,3.797,-0.122,0.086,0.07
0.956,-9.033,3.854,-0.131,0.084,0.072

8.609,1.229,4.96,-0.016,0.009,0
8.631,1.223,4.982,-0.01,0.001,0.002
8.667,1.213,4.961,-0.015,0.005,0.004
8.668,1.254,4.939,-0.003,-0.003,-0.003
8.665,1.244,4.916,-0.005,0.003,0
8.657,1.216,4.919,-0.009,0.012,-0.002
8.669,1.188,4.957,-0.012,0.011,-0.007
8.648,1.175,4.923,-0.01,0.007,-0.006
8.645,1.151,4.913,-0.009,0.002,-0.002
8.635,1.185,4.895,-0.004,0.004,-0.002
8.613,1.232,4.881,0,0.002,0.002
8.599,1.236,4.866,0.006,-0.003,0.006
8.615,1.224,4.865,0.003,-0.001,0.003
8.58,1.234,4.858,0.001,0.001,-0.002
8.596,1.251,4.908,0.001,0,-0.005
8.567,1.274,4.894,0.006,-0.003,-0.008
8.58,1.283,4.845,0.005,0.005,-0.011
8.584,1.282,4.872,0.013,0.001,-0.015
8.587,1.248,4.86,0.006,0.011,-0.015
8.632,1.243,4.894,0.015,0.004,-0.016
8.64,1.258,4.971,0.01,0.009,-0.011
8.602,1.234,4.976,0.016,0,-0.011
8.662,1.232,4.963,0.024,-0.007,-0.013
